Sentence,Label Integer,Label
سلام من 15 روزه خريدمش از نظر ظاهري دکمه پاورش جاي خوبي نيست و اون روکش روي يو اس بي اگه نبود بهتر بود از نظر سخت افزاري مشکلي تا الان نداشته در کل گوشي عالي هست از نظر کيفيت يک مقدار از اس پايين تره خيلي کم در ضمن در دو نوع است که مدل 3g در ايران عرضه ميشه اندرويدشم 4.0.4 مي باشد گوشي به هيچ عنوان هنگ نمي کند حتي اگر چند روز مدام با گوشي کار کنيد.,1,Positive
در مقابل رقبایی مانند iPad mini یا Nexus 7 و یا حتی FonePad،  از نظر کیفیت ساخت باید Note 8 را در آخرین رده قرار دهیم.,-1,Negative
من واقعا ازش راضي هستم .,2,Positive
بدنه خارجی فلزی آن،  کیفیت ساخت فوق العاده بالای آن را مشخص می کند و حتی با وجود بزرگ بودن گوشی،  به لطف منحنی موجود در پشت آن و وزن مناسب آن،  به راحتی در دست جای میگیرد و حس خوبی را به شما القا می کند.,2,Positive
موزیک پلیر و ویدئو پلیر این دستگاه نیز پلیر استاندارد سامسونگ است که کیفیت متوسطی را داراست و عملکرد قابل قبولی دارد.,1,Positive
این تبلت در کنار سه تبلت دیگر 7 و 10 اینچی هواوی،  همگی نمایندگانی شایسته برای هواوی در بازار هستند که از اعتبار این کمپانی چینی دفاع می‌نمایند.,1,Positive
البته نمی‌توان گفت که سیستم خنک کننده کاملا بی صدا است ولی مسلما صدای آزار دهنده ای تولید نمی‌کند.,1,Positive
با این حال این سیستم عامل کلیه نیاز های اولیه کاربران را پاسخگو می‌باشد.,1,Positive
مرورگر اینترنت این تبلت نیز همانند سایر تبلت های هانی کامبی بسیار عالیست.,2,Positive
وزن کم و ضخامت 7.6ميليمتري اين گوشي با طراحي زيبا از ديگر موارد کاربر پسندي هستند که ميتوان به آنها نيز اشاره کرد.,1,Positive
پشت گوشي فوق‌العاده من و جذب خودش کرد و تصميم گرفتم اين گوشي رو داشته باشم.,2,Positive
برخلاف دوربین X100،  این دوربین از شاتر سنتی Focal Plane بهره می‌برد که اصولا شاتر پر سر و صداتری است.,-1,Negative
حسگر	تبلت GSP-X7 دارای تکنولوژی حسگر جاذبه (Gravity) می‌باشد که با قابلیت چرخش در چهار جهت هنگام چرخش دستگاه،  جذابیت بالایی هنگام کار با تبلت را ایجاد می‌کند.,1,Positive
"با بيمه و گارانتي هماهنگ

متاسفانه!",-1,Negative
تنها مشکلي که من در اين مدل ديدم  اينه که وقتي به برق وصله در بدنه لپ تاب يه احساس ضعيف شوک برق گرفتگي وجود داره که اينطور که من تحقيق کردم طبيعيه!,-1,Negative
در واقع زمان خیلی کمی برای گرفتن یک عکس و سپس عکس بعدی،  ورود و خروج به برنامه‌ی دوربین و سویچ بین مود دوربین عکاسی و دوربین فیلم برداری لازم است.,1,Positive
به هر صورت همانطور که گفتیم،  Hp Laser Jet Pro M1132 MFP پرینتر لیزری سیاه و سفیدی (تک رنگ) است که سرعت و کیفیت بسیار بالایی را در عمل چاپ ارایه می‌دهد.,2,Positive
در ضمن سامسونگ در ليست محصولات آپديت به اندرويد4.1.1 قرار داده و اين مشکل به کلي حل ميشه ضمنا با قابليت هاي تازه افزوده شده گوگل به اندرويد تازه و همچنين بهينه شدن تاچ ويز ديگه هنگام روشن کردن اين گوشي بايد انتظار سرعت فوق‌العاده اي ازش داشته باشيد.,1,Positive
من يک هفته است اين گوشي را دارم گوشي بسيار عالي است.,2,Positive
مرسي ديجي کالا,1,Positive
همچنین کمینه‌ی نسبت کانونی آن نیز f/2.7-5.9 می‌باشد که دست کم در حالت واید لنز بسیار سریعی می‌باشد تا در شرایط نوری ضعیف بتوانید با سرعت‌های شاتر بالاتری عکاسی کنید.,1,Positive
این باعث شده که احساس خیلی بهتری در هنگام کار کردن با نمایشگر داشته باشید.,2,Positive
صفحه نمايش با کيفيت با پنل IPS و رزولوشن HD7.,1,Positive
بهترين وسيله براي نگه داشتن بکاپ با امنيت بالا با استفاده از نرم افزاري که تو خودش داره.,2,Positive
دوربین جلویی که صرفا جهت مکالمات تصویری تعبیه شده و چندان مناسب عکاسی نمی‌باشد.,-1,Negative
وزن آن نیز 338  گرم است که در مقایسه با بدنه پلاستیکی آن،  به نسبت دیگر تبلت های سری Galaxy مقداری سنگین نیز به نظر می‌رسد.,-1,Negative
cpu  هم که نسل سومه و در تستي که من کردم  واقعا از لحاظ پروسس متحير شدم ،  به هيچ عنوان  داغ نميکنه و من اصلا با اين مشکل تا به حال برخورد نکردم حتي در اجراي سنگين ترين بازيهاي گرافيکي.,2,Positive
در ضمن با ورود تکنولوژي هاي جديد عمر اين کنسول ها خيلي زودتر به پايان مي رسد منظور من اين است که بلوراي پر هزينه و بي مصرف براي نسل هاي کنسول هاي جديد بکار ميرود چون گيم هاي جديد در سال هاي اتي به حجم بيشتري و  سخت افزار هاي گرافيکي و پردازشي جديدتري احتياج دارد يعني عملاً کل سيستم اين کنسول ها بايد تعويض گردد !,-1,Negative
طراحيش هم حرفه‌ايه .,1,Positive
Event Selection نیز کارآیی جالبی دارد.,1,Positive
جذابیت‌های فراوان آن باعث گردیده که به یک تبلت جالب تبدیل گردد،  اما به هر حال باید بپذیریم که تجربه اول مایکروسافت،  بدون نقص نیست و باید منتظر انتشار تبلت های بعدی این کمپانی ( یا حداقل Surface Pro ) باشیم تا بتوانیم لذت داشتن یک تبلت-لپ تاپ را نیز تجربه نماییم.,-1,Negative
به همین دلیل سطح آن همواره تمیز باقی می‌ماند.,1,Positive
تصور کنید که دیدن یک فیلم را بر روی گوشی PadFone آغاز کرده‌اید،  پس از چند دقیقه احساس می‌کنید که دیدن آن فیلم در صفحه‌ی نمایش 10.1 اینچی لذتی مضاعف دارد،  فقط کافیست گوشی را در داک آن قرار دهید تا بقیه‌ی فیلم را بر روی تبلت مشاهده نمایید.,1,Positive
عملکرد مرورگر اینترنت موجود بر روی این دستگاه از نظر سرعت بسیار عالیست.,2,Positive
حافظه داخلی Stylistic به میزان 32 گیگابایت است که با توجه به قابلیت این دستگاه مبنی بر پشتیبانی از کارت حافظه جانبی،  می‌توان با کارت‌های microSD آن‌را افزایش داد.,1,Positive
البته اگر اين گوشي قيمت به مراتب پايين تري داشت حتما به عنوان گوشي دوم  آن را خريداري ميکردم به اين دليل که 1 وزن آن بسيار کم است 2 حافظه داخلي قابل قبولي دارد                                                                                                                                                                   ,1,Positive
من فقط از نداشتن امکان اتصال سيم کارت و استفاده از GPRS ناراحت بودم که خدارو شکر اين مشکل در اين مدل حل شده و واقعا اين تبلت حرف نداره .,1,Positive
کار کردن با اینترفیس سیستم عامل سیمبین بسیار ساده است و امکانات بسیار خوب و اپلیکیشن‌هایی متنوع را هم ارایه می‌دهد.,2,Positive
