sentence,sentiment
"2 روزه که گرفتمش.قبلش xperia p داشتم.(اینو فقط واسه تنوع گرفتم)  سرعت گوشی به طرز چشمگیری بالا تر از گوشیای هم سطحه و این که دوستان میگن که GPU گوشی نسبت به mali-400 ضعیف تره اشتباه میکنن!!  GPU این گوشی جوریه که یا بازی رو نمیاره بالا یا اگه بیاره هیجگونه کم شدن سرعت و گرم کردن و... توش دیده نمیشه.که توی mali-400 یا... اصلا این طور نیست.  کیفیت صفحه نمایش بساربالاس و قابلیت پخش 10 ساعت فیلم Full HD و 12 ساعت ظبط فیلم Full HD رو داره که نشان دهنده قدرت بسیار بالای پردازنده گرافیکشه.  باطریش هم حداقل دو روز استفاده زیاد رو ساپورت میکنه.  قدرت اسپیکرش هم راضی کنندس.  اگه قصد خرید این گوشیو دارین , تو خریدتون شک نکنین.",0
لطفا این سرویس رو موجود کنید من میخوام بخرم,0
کی موجود میشه لطفا موجود کنید,1
بنده پس از تقریبان 4 ماه بررسی و مقایسه برندها و لپ تاپ های مختلف به این مدل رسیدم.لازم به ذکر است قبل از خرید این دستگاه لپ تاپ سری rog  خریدم که ایراد پیدا کرد و رفت گارانتی و.......دردسرتون ندم جریان گارانتی و .....گفتم یه دستگاه دیگه بگیرم.بعد از کلی بالا و پایین کردن مدل ها و با توجه به قیمت رسیدم به این مدل.من به شدت ازش راضیم از عملکرد سخت افزاری بی نقص از طراحی و وزن مناسب.سرعت تبادل اطلاعات.برای تستش هم بازی هم بازی call of duty advance warfare و reyes son of rome  رو نصب کردم.عزیزان  call of  رو رو رزولوشن 1080*1920 مثل شربت بدون کوچکترین افت فریم lag اجرا میکنه و reyes هم با همون تنظیمات گرافیک قبل به راحتی اجرا کرد البته شایان ذکر است در این بازی یه مقداری افت فریم و گیر ملاحظه شد که با performance گرفتن از سیستم متوجه شدم هارد respond بالایی تو بحبوحه این بازی نمیده به علت اینکه 5200 هست دورش.که خیلی هم داخل بازی به چشم نمیاد.توجه داشته باشید عزیزان این لپ تاپ تخصصی بازی کردن نیست من فقط من باب نشون دادن عملکرد سخت افزاریش توضیح دادم واستون.خلاصه دوستانی که استفاده مهندسی با سرعت بالا و همچنین امکانات کامل  طراحی و جنس بدنه عالی و تاکید میکنم وزن کم و قیمت عالی میخوان این لپ تاپ بهترین انتخابه.دوستان اگه سوالی دارید بفرمایید من کامل این دستگاهو بررسی کردم در خدمتتون هستم اگه سوالی بود یا حق.....,0
باسلام. میخواستم از مسولین محترم دیجی کالا میخواستم خواهش کنم این کالا روموجود کنید.اخه تبلت بدون کاور معنا نداره.,1
واقعا ارزشش رو داشت...ممنونم از دیجی کالا...دوستانی هم که میگفتن کیفش پیدا نمیشه!!!!توی بسته بندی دیجی کالا کیفش هم به عنوان هدیه گذاشته بودن..واقعا کارشون خوب بود..,0
من سه هفته میشه خریدم بهترینه با این قیمت رنگ نارنجیش هم خیلی خوشگله هر روز هم نرم تر میشه درسته اول که باد زدم یکم سفت و سنگین به نظر میومد ولی بعد سه هفته بازی کردن نرم تر شده,1
من حرف آقای لیوانی رو قبول دارم ولی این هم بعد از ایپد ها خوبه ولی در کل سیستم عامل و کیفیت ساخت اپل خیلی بهتره که این دو مورد 2نکته خیلی مهم اند.حداقل به نظر شخص من,1
من که راضی نبودم کیفیت عکسو خیلی کم میکنه,2
خیلی زود خراب شد بدون هیچ اتفاقی اصلا خوب نیست .,2
من این هدفون رو تست کردم میخام بخرمش دیجی کالا ویژش کن بخرم,0
این چاقوی بسیار خوبیه.من تاییدش میکنم.,0
"این کوله امروز به دستم رسید ,  از هر نظر عالئ.,  هم جنس کوله و هم جا دار بودنش و اینکه راحت و شیکه.,  کاورم زیر کوله برای روزهای بارانی هست  , واقعآ تشکر از دیجئ هم بابت قیمت و هم چنین اجناس مرغوب",0
آقای جباری. من 3 روز پیش سفارش دادم و فرداش به دستم رسید . رامش هم همون 875   زردشو گرفتم عااالیهه,0
این توپ مخصوص بازی های فوتبال های بسیار مبتدی است و پیشنهاد میکنم اگر قصد دارید توپی خوب بخرید،این محصول مناسب نمی باشد.کیفیت این توپ بسیار پایینه و برای بازی های بسیار مبتدی مناسب است.,2
سلام من تازه 2 روز خریدم فقط راهی نداره منوی فارسی داشته باشه و اینکه موقع تماس یا پیام دیگه نپرسه با کدوم سیم تماس یا پیام بده همون یکی از سیم ها فعال باشه,1
این محصول رو دریافت کردم و با بررسی که انجام شد واقعا از خریدم راضی هستم و به دوستان پیشنهاد میکنم  کیفیت ساخت عالی،  شیک و محکم. خیلی خوش اندازه و عالی هستش مخصوصا برای من که مشکل جا داشتم. از همه شیک تر کاور همراه هستش که خیلی جمع و جور و مرتبط مکنه. ممنون دیجی کالا برای محصولات با کیفیت و عالی که ارائه میدی.,0
من تو پیشنهاد ویژه خریدم ازش راضی هستم. پیشنهاد میکنم شما هم تو پیشنهاد ویژه بخرید ارزشش بیشتره.,0
فلش خیلی خوبیه! هم ظریفه هم شیکه.. هم که سرعتش خوبه... من که راضیم :),0
ارزش خرید داره یا نه ؟؟؟,1
من یه ساله دارمش افتضاخه میخوام عوضش کنم.هی ارور حافظه میده دیوونم کرده یه عکس میخوام بگیرم میگه حافظه پر است.باتریشم که افتضاح اصلا این گوشی هیچی نداره به نظر من هواوی خیلی بهتر از اینه,2
امروز دستم رسید. برای آپید ایر 1 استفاده میکنم و نمیدونم به بقیه مدلهاش میخوره یا نه.  پلاستیکش از سختی قابل قبولی برخورداره و از همه جالب تر اینکه کاور هوشمندی هست.  فقط تنها عیبی که داره جنس روکش قرار گرفته روی صفحه تاچ از جنس مخمل هست که مستعد جذب پرز هست.  در کل با توجه به قیمت کاور خوبیه.  با تشکر از دیجی کالا.,0
بسیار عالی و زیبا و کارامد دست کمی از فیلیپس نداره,0
دوستان من فقط فعلا فیزییکی رو میگم چون هنوز نرم افزاری کار نکردم باهاش  صفحه نمایش واقعا عالیه و واقعا زیباست لپتاپ مخصوصا علامتROGوقتی که روشن میشه. داخلشم وقتی باز میکنی زیباست و نور کیبورد عالیه کلیدا و حروف بسیار کارامد و بزرگند ولی ترک پد از وسط به سمت دوتا کلیدش موقع کار کمی صدا میده یا همون لق.نمایشگر کمی لق میخوره ولی اگر روی پا باشه روی سطح صاف خوبه.پورت هاش واقعا کامله البته بسیار تاکید میکنم کول پد بخرین براش.موسش خوبه ولی کیفش فاجعس واقعا کوچیکه براش هدست صداش خوبه ولی بنظرم برای سرم کمی کوچیکه.توصیه میکنم برای راه اندازی دست یه حرفه ای بدین لپتاپو. درایو نوری واقعا منو نا امید کرد واقعا افتضاحه هم لقه هم بی کیفیت.در کل از نظر فیزیکی سختگیر نباشین راضیتون میکنه انشاالله باهاش کار کردم از لحاظ سخت افزار بهتون میگم چطوره,0
